SID,Year,ASJC,Description,SJR,Quartile,Percentile
21100838016,2023,2003,Finance,0.532,2,61
21100838017,2023,1804,"Statistics, Probability and Uncertainty",0.356,3,31
21100838017,2023,2604,Applied Mathematics,0.356,3,41
21100838017,2023,2613,Statistics and Probability,0.356,3,34
21100838018,2023,2608,Geometry and Topology,0.496,2,53
21100838045,2023,1804,"Statistics, Probability and Uncertainty",0.321,3,29
21100838045,2023,2613,Statistics and Probability,0.321,3,29
21100838052,2023,1709,Human-Computer Interaction,0.324,4,23
21100838052,2023,3304,Education,0.324,3,43
21100838052,2023,3315,Communication,0.324,2,58
21100838052,2023,3316,Cultural Studies,0.324,1,84
21100838131,2023,1501,Chemical Engineering (miscellaneous),0.525,2,65
21100838131,2023,1502,Bioengineering,0.525,3,41
21100838131,2023,1508,Process Chemistry and Technology,0.525,3,46
21100838145,2023,1701,Computer Science (miscellaneous),0.474,2,61
21100838145,2023,2207,Control and Systems Engineering,0.474,2,53
21100838145,2023,2208,Electrical and Electronic Engineering,0.474,2,56
21100838145,2023,2209,Industrial and Manufacturing Engineering,0.474,2,62
21100838145,2023,2210,Mechanical Engineering,0.474,2,60
21100838145,2023,2606,Control and Optimization,0.474,2,51
21100838187,2023,3202,Applied Psychology,0.197,4,17
21100838187,2023,3310,Linguistics and Language,0.197,2,59
21100838187,2023,3315,Communication,0.197,3,35
21100838187,2023,3316,Cultural Studies,0.197,2,66
21100838194,2023,2601,Mathematics (miscellaneous),0.326,3,42
21100838211,2023,1208,Literature and Literary Theory,0.13,2,64
21100838211,2023,1213,Visual Arts and Performing Arts,0.13,2,60
21100838211,2023,3316,Cultural Studies,0.13,3,41
21100838400,2023,1102,Agronomy and Crop Science,0.245,3,37
21100838400,2023,1110,Plant Science,0.245,3,29
21100838400,2023,1305,Biotechnology,0.245,3,28
21100838541,2023,2802,Behavioral Neuroscience,6.097,1,99
21100838541,2023,3205,Experimental and Cognitive Psychology,6.097,1,99
21100838541,2023,3207,Social Psychology,6.097,1,99
21100838559,2023,1406,Marketing,0.539,2,52
21100838559,2023,1408,Strategy and Management,0.539,2,56
21100838559,2023,2501,Materials Science (miscellaneous),0.539,2,60
21100838559,2023,3207,Social Psychology,0.539,2,52
21100838559,2023,3316,Cultural Studies,0.539,1,93
21100838560,2023,1202,History,0.102,4,17
21100838560,2023,1212,Religious Studies,0.102,4,16
21100838563,2023,1409,"Tourism, Leisure and Hospitality Management",0.218,4,14
21100838563,2023,2732,Orthopedics and Sports Medicine,0.218,3,25
21100838563,2023,3202,Applied Psychology,0.218,4,21
21100838563,2023,3301,Social Sciences (miscellaneous),0.218,3,41
21100838563,2023,3612,"Physical Therapy, Sports Therapy and Rehabilitation",0.218,3,27
21100838567,2023,2210,Mechanical Engineering,0.402,2,52
21100838567,2023,2211,Mechanics of Materials,0.402,2,50
21100838567,2023,2501,Materials Science (miscellaneous),0.402,3,49
21100838567,2023,2505,Materials Chemistry,0.402,2,52
21100838567,2023,2506,Metals and Alloys,0.402,2,63
21100838569,2023,1202,History,0.164,2,66
21100838569,2023,1204,Archeology (arts and humanities),0.164,3,47
21100838569,2023,1205,Classics,0.164,1,81
21100838569,2023,1213,Visual Arts and Performing Arts,0.164,1,75
21100838569,2023,3302,Archeology,0.164,3,43
21100838569,2023,3316,Cultural Studies,0.164,2,57
21100838570,2023,3304,Education,0.135,4,10
21100838726,2023,1202,History,0.11,3,30
21100838726,2023,3308,Law,0.11,4,12
21100838736,2023,1102,Agronomy and Crop Science,0.133,4,5
21100838736,2023,1104,Aquatic Science,0.133,4,3
21100838736,2023,1105,"Ecology, Evolution, Behavior and Systematics",0.133,4,3
21100838736,2023,1107,Forestry,0.133,4,10
21100838736,2023,2303,Ecology,0.133,4,6
21100838736,2023,2306,Global and Planetary Change,0.133,4,2
21100838736,2023,2308,"Management, Monitoring, Policy and Law",0.133,4,5
21100838736,2023,2309,Nature and Landscape Conservation,0.133,4,8
21100838755,2023,2603,Analysis,0.399,3,40
21100838755,2023,2604,Applied Mathematics,0.399,3,45
21100838755,2023,2606,Control and Optimization,0.399,3,41
21100838755,2023,2612,Numerical Analysis,0.399,3,44
21100838766,2023,1101,Agricultural and Biological Sciences (miscellaneous),0.708,1,82
21100838766,2023,1305,Biotechnology,0.708,2,64
21100838766,2023,3401,Veterinary (miscellaneous),0.708,1,89
21100838772,2023,2720,Hematology,0.128,4,10
21100838772,2023,2730,Oncology,0.128,4,12
21100838781,2023,1904,Earth-Surface Processes,0.245,3,35
21100838781,2023,1906,Geochemistry and Petrology,0.245,4,23
21100838781,2023,1907,Geology,0.245,3,30
21100838789,2023,1705,Computer Networks and Communications,0.249,3,28
21100838789,2023,2208,Electrical and Electronic Engineering,0.249,3,32
21100838789,2023,3105,Instrumentation,0.249,4,20
21100838801,2023,3303,Development,0.28,3,39
21100838801,2023,3312,Sociology and Political Science,0.28,2,52
21100838810,2023,2601,Mathematics (miscellaneous),1.571,1,93
21100838825,2023,1211,Philosophy,0.101,4,10
21100838825,2023,3316,Cultural Studies,0.101,4,8
21100838825,2023,3318,Gender Studies,0.101,4,2
21100838844,2023,1202,History,0.224,1,80
21100838844,2023,2001,"Economics, Econometrics and Finance (miscellaneous)",0.224,3,42
21100838844,2023,3312,Sociology and Political Science,0.224,3,42
21100838844,2023,3320,Political Science and International Relations,0.224,3,42
21100839116,2023,1204,Archeology (arts and humanities),0.199,2,56
21100839116,2023,3302,Archeology,0.199,2,51
21100839122,2023,1202,History,0.114,3,35
21100839122,2023,1206,Conservation,0.114,3,28
21100839122,2023,1210,Music,0.114,3,30
21100839122,2023,1213,Visual Arts and Performing Arts,0.114,3,46
21100839125,2023,1303,Biochemistry,0.227,4,17
21100839125,2023,1602,Analytical Chemistry,0.227,4,24
21100839125,2023,1607,Spectroscopy,0.227,4,17
21100839128,2023,1705,Computer Networks and Communications,0.184,4,13
21100839128,2023,1710,Information Systems,0.184,4,13
21100839128,2023,2208,Electrical and Electronic Engineering,0.184,4,19
21100839128,2023,2214,Media Technology,0.184,3,43
21100839164,2023,1105,"Ecology, Evolution, Behavior and Systematics",0.324,3,37
21100839164,2023,1110,Plant Science,0.324,3,45
21100839164,2023,2303,Ecology,0.324,3,46
21100839175,2023,2729,Obstetrics and Gynecology,0.181,3,28
21100839175,2023,2735,"Pediatrics, Perinatology and Child Health",0.181,3,28
21100839186,2023,3318,Gender Studies,0.185,3,39
21100840013,2023,2501,Materials Science (miscellaneous),1.634,1,87
21100840020,2023,3308,Law,0.338,2,70
21100840020,2023,3311,Safety Research,0.338,2,54
21100840020,2023,3320,Political Science and International Relations,0.338,2,62
21100840031,2023,1202,History,0.416,1,94
21100840031,2023,1803,Management Science and Operations Research,0.416,3,38
21100840031,2023,3301,Social Sciences (miscellaneous),0.416,2,65
21100840031,2023,3308,Law,0.416,1,78
21100840031,2023,3312,Sociology and Political Science,0.416,2,66
21100840031,2023,3320,Political Science and International Relations,0.416,2,71
21100840040,2023,2603,Analysis,0.146,4,5
21100840040,2023,2608,Geometry and Topology,0.146,4,6
21100840040,2023,2610,Mathematical Physics,0.146,4,5
21100840059,2023,2206,Computational Mechanics,0.545,2,70
21100840059,2023,2605,Computational Mathematics,0.545,2,58
21100840076,2023,2002,Economics and Econometrics,0.165,4,14
21100840076,2023,2003,Finance,0.165,4,14
21100840089,2023,2301,Environmental Science (miscellaneous),0.253,3,34
21100840089,2023,2304,Environmental Chemistry,0.253,4,22
21100840089,2023,2310,Pollution,0.253,3,31
21100840089,2023,2311,Waste Management and Disposal,0.253,4,24
21100840125,2023,1201,Arts and Humanities (miscellaneous),0.109,4,20
21100840125,2023,1202,History,0.109,3,28
21100840125,2023,3316,Cultural Studies,0.109,4,21
21100840135,2023,2001,"Economics, Econometrics and Finance (miscellaneous)",0.113,4,4
21100840135,2023,2002,Economics and Econometrics,0.113,4,3
21100840144,2023,1308,Clinical Biochemistry,0.575,2,51
21100840144,2023,2704,Biochemistry (medical),0.575,2,54
21100840179,2023,3201,Psychology (miscellaneous),1.939,1,93
21100840182,2023,3320,Political Science and International Relations,0.133,4,22
21100840337,2023,1101,Agricultural and Biological Sciences (miscellaneous),0.291,2,53
21100840337,2023,1301,"Biochemistry, Genetics and Molecular Biology (miscellaneous)",0.291,3,38
21100840337,2023,1601,Chemistry (miscellaneous),0.291,3,40
21100840337,2023,1701,Computer Science (miscellaneous),0.291,3,41
21100840337,2023,2601,Mathematics (miscellaneous),0.291,3,35
21100840337,2023,3101,Physics and Astronomy (miscellaneous),0.291,3,39
21100840346,2023,1202,History,0.159,2,65
21100840346,2023,3316,Cultural Studies,0.159,2,56
21100840355,2023,2741,"Radiology, Nuclear Medicine and Imaging",0.29,3,33
21100840368,2023,1211,Philosophy,0.101,4,4
21100840441,2023,1204,Archeology (arts and humanities),0.265,2,66
21100840441,2023,1206,Conservation,0.265,2,74
21100840441,2023,3302,Archeology,0.265,2,62
21100840442,2023,1301,"Biochemistry, Genetics and Molecular Biology (miscellaneous)",0.962,1,75
21100840442,2023,2701,Medicine (miscellaneous),0.962,1,78
21100840444,2023,1105,"Ecology, Evolution, Behavior and Systematics",0.133,4,3
21100840444,2023,1110,Plant Science,0.133,4,4
21100840444,2023,2303,Ecology,0.133,4,6
21100840458,2023,1502,Bioengineering,0.235,4,14
21100840458,2023,1701,Computer Science (miscellaneous),0.235,3,30
21100840458,2023,2204,Biomedical Engineering,0.235,4,20
21100840458,2023,2208,Electrical and Electronic Engineering,0.235,3,29
21100840458,2023,2209,Industrial and Manufacturing Engineering,0.235,3,36
21100840458,2023,2210,Mechanical Engineering,0.235,3,28
21100840458,2023,2216,Architecture,0.235,2,61
21100840458,2023,3304,Education,0.235,3,30
21100840483,2023,1208,Literature and Literary Theory,0.102,3,29
21100840511,2023,1202,History,0.15,2,61
21100840511,2023,1208,Literature and Literary Theory,0.15,1,75
21100840720,2023,2203,Automotive Engineering,0.22,3,34
21100840720,2023,2212,Ocean Engineering,0.22,3,29
21100840720,2023,2312,Water Science and Technology,0.22,3,26
21100840720,2023,3308,Law,0.22,2,51
21100840720,2023,3313,Transportation,0.22,4,19
21100840723,2023,1104,Aquatic Science,0.236,4,24
21100840723,2023,1105,"Ecology, Evolution, Behavior and Systematics",0.236,4,20
21100840723,2023,2303,Ecology,0.236,3,29
21100840723,2023,2310,Pollution,0.236,3,25
21100840723,2023,2312,Water Science and Technology,0.236,3,28
21100840730,2023,1211,Philosophy,0.242,2,69
21100840730,2023,3314,Anthropology,0.242,2,58
21100840734,2023,1202,History,0.115,3,37
21100840734,2023,3314,Anthropology,0.115,4,18
21100840734,2023,3316,Cultural Studies,0.115,3,29
21100840936,2023,2301,Environmental Science (miscellaneous),0.114,4,3
21100840936,2023,3304,Education,0.114,4,4
21100840951,2023,1101,Agricultural and Biological Sciences (miscellaneous),0.349,2,59
21100840951,2023,2301,Environmental Science (miscellaneous),0.349,3,48
21100840951,2023,3305,"Geography, Planning and Development",0.349,2,52
21100841273,2023,1105,"Ecology, Evolution, Behavior and Systematics",0.192,4,11
21100841273,2023,1303,Biochemistry,0.192,4,14
21100841273,2023,1305,Biotechnology,0.192,4,19
21100841273,2023,1311,Genetics,0.192,4,8
21100841273,2023,2303,Ecology,0.192,4,18
21100841273,2023,2716,Genetics (clinical),0.192,4,12
21100841277,2023,3308,Law,0.184,3,42
21100841303,2023,3310,Linguistics and Language,0.137,3,41
21100841303,2023,3315,Communication,0.137,4,21
21100841704,2023,3204,Developmental and Educational Psychology,0.14,4,7
21100841704,2023,3205,Experimental and Cognitive Psychology,0.14,4,4
21100841704,2023,3304,Education,0.14,4,11
21100841705,2023,2303,Ecology,0.233,3,28
21100841705,2023,2308,"Management, Monitoring, Policy and Law",0.233,3,26
21100841705,2023,2310,Pollution,0.233,4,23
21100841715,2023,2501,Materials Science (miscellaneous),0.336,3,43
21100841738,2023,1703,Computational Theory and Mathematics,0.26,3,26
21100841738,2023,2601,Mathematics (miscellaneous),0.26,3,32
21100841760,2023,3308,Law,0.488,1,83
21100841770,2023,1403,Business and International Management,0.343,3,44
21100841770,2023,2001,"Economics, Econometrics and Finance (miscellaneous)",0.343,2,59
21100841770,2023,2306,Global and Planetary Change,0.343,4,24
21100841770,2023,3303,Development,0.343,3,48
21100841770,2023,3305,"Geography, Planning and Development",0.343,2,51
21100841779,2023,1601,Chemistry (miscellaneous),0.533,2,62
21100841779,2023,2701,Medicine (miscellaneous),0.533,2,50
21100841779,2023,2736,Pharmacology (medical),0.533,3,48
21100841779,2023,3001,"Pharmacology, Toxicology and Pharmaceutics (miscellaneous)",0.533,1,76
21100841779,2023,3306,Health (social science),0.533,2,60
21100841829,2023,2403,Immunology,0.757,3,46
21100841829,2023,2723,Immunology and Allergy,0.757,2,51
21100841853,2023,3310,Linguistics and Language,0.164,2,51
21100842159,2023,1710,Information Systems,0.249,3,27
21100842159,2023,1803,Management Science and Operations Research,0.249,4,21
21100842159,2023,2201,Engineering (miscellaneous),0.249,3,38
21100842159,2023,2216,Architecture,0.249,2,64
21100842159,2023,2305,Environmental Engineering,0.249,3,32
21100842159,2023,2501,Materials Science (miscellaneous),0.249,3,32
21100842182,2023,1202,History,0.302,1,88
21100842186,2023,2308,"Management, Monitoring, Policy and Law",0.324,3,38
21100842186,2023,2310,Pollution,0.324,3,37
21100842323,2023,1401,"Business, Management and Accounting (miscellaneous)",0.331,3,44
21100842323,2023,3202,Applied Psychology,0.331,3,32
21100842323,2023,3207,Social Psychology,0.331,3,30
21100842323,2023,3312,Sociology and Political Science,0.331,2,58
21100842538,2023,1701,Computer Science (miscellaneous),0.189,4,19
21100842538,2023,3308,Law,0.189,3,44
21100842562,2023,1201,Arts and Humanities (miscellaneous),0.152,3,43
21100842562,2023,1202,History,0.152,2,62
21100842562,2023,1208,Literature and Literary Theory,0.152,1,76
21100842562,2023,2208,Electrical and Electronic Engineering,0.152,4,10
21100842562,2023,3310,Linguistics and Language,0.152,3,47
21100842565,2023,1202,History,0.104,4,23
21100842565,2023,1208,Literature and Literary Theory,0.104,3,35
21100842565,2023,3312,Sociology and Political Science,0.104,4,5
21100842565,2023,3316,Cultural Studies,0.104,4,15
21100842566,2023,2002,Economics and Econometrics,0.295,3,35
21100842566,2023,2003,Finance,0.295,3,36
21100842663,2023,1507,Fluid Flow and Transfer Processes,0.936,1,86
21100842664,2023,3504,Oral Surgery,0.117,4,7
21100842664,2023,3505,Orthodontics,0.117,4,10
21100842665,2023,1901,Earth and Planetary Sciences (miscellaneous),0.902,1,83
21100842665,2023,2301,Environmental Science (miscellaneous),0.902,1,77
21100842666,2023,1202,History,0.204,1,76
21100842666,2023,3305,"Geography, Planning and Development",0.204,3,28
21100842666,2023,3312,Sociology and Political Science,0.204,3,39
21100842666,2023,3314,Anthropology,0.204,2,50
21100842666,2023,3316,Cultural Studies,0.204,2,68
21100842666,2023,3317,Demography,0.204,3,35
21100842667,2023,1301,"Biochemistry, Genetics and Molecular Biology (miscellaneous)",1.104,1,77
21100842667,2023,2701,Medicine (miscellaneous),1.104,1,83
21100842801,2023,2102,Energy Engineering and Power Technology,0.291,3,34
21100842801,2023,2104,Nuclear Energy and Engineering,0.291,3,41
21100842801,2023,2105,"Renewable Energy, Sustainability and the Environment",0.291,3,25
21100842802,2023,3304,Education,0.111,4,4
21100842803,2023,3103,Astronomy and Astrophysics,0.15,4,8
21100842803,2023,3105,Instrumentation,0.15,4,4
21100842804,2023,2309,Nature and Landscape Conservation,0.14,4,9
21100842804,2023,3305,"Geography, Planning and Development",0.14,4,12
21100842804,2023,3312,Sociology and Political Science,0.14,4,21
21100842804,2023,3317,Demography,0.14,4,16
21100842804,2023,3322,Urban Studies,0.14,4,22
21100842805,2023,2102,Energy Engineering and Power Technology,0.133,4,8
21100842805,2023,2103,Fuel Technology,0.133,4,13
21100842805,2023,2105,"Renewable Energy, Sustainability and the Environment",0.133,4,5
21100842805,2023,2501,Materials Science (miscellaneous),0.133,4,9
21100842805,2023,2502,Biomaterials,0.133,4,0
21100842805,2023,2504,"Electronic, Optical and Magnetic Materials",0.133,4,1
21100842805,2023,2505,Materials Chemistry,0.133,4,9
21100842827,2023,2003,Finance,0.155,4,11
21100842838,2023,1101,Agricultural and Biological Sciences (miscellaneous),0.409,2,64
21100842838,2023,1106,Food Science,0.409,2,52
21100842850,2023,1904,Earth-Surface Processes,0.142,4,12
21100842850,2023,1907,Geology,0.142,4,8
21100842850,2023,2306,Global and Planetary Change,0.142,4,4
21100842860,2023,2002,Economics and Econometrics,0.166,4,14
21100842860,2023,2003,Finance,0.166,4,14
21100842861,2023,1101,Agricultural and Biological Sciences (miscellaneous),0.106,4,1
21100842861,2023,1401,"Business, Management and Accounting (miscellaneous)",0.106,4,5
21100842861,2023,2002,Economics and Econometrics,0.106,4,2
21100842861,2023,2308,"Management, Monitoring, Policy and Law",0.106,4,2
21100842861,2023,3305,"Geography, Planning and Development",0.106,4,3
21100842862,2023,3401,Veterinary (miscellaneous),0.209,3,36
21100842866,2023,3202,Applied Psychology,0.235,4,23
21100842867,2023,2204,Biomedical Engineering,0.511,3,45
21100842867,2023,2205,Civil and Structural Engineering,0.511,2,59
21100842867,2023,2209,Industrial and Manufacturing Engineering,0.511,2,65
21100842867,2023,2210,Mechanical Engineering,0.511,2,63
21100842867,2023,3105,Instrumentation,0.511,2,58
21100842871,2023,1501,Chemical Engineering (miscellaneous),0.85,1,82
21100842871,2023,1503,Catalysis,0.85,2,56
21100842871,2023,1507,Fluid Flow and Transfer Processes,0.85,1,81
21100842871,2023,1508,Process Chemistry and Technology,0.85,2,69
21100842871,2023,1601,Chemistry (miscellaneous),0.85,1,78
21100843001,2023,2205,Civil and Structural Engineering,0.462,2,56
21100843001,2023,2211,Mechanics of Materials,0.462,2,56
21100843001,2023,2215,Building and Construction,0.462,2,59
21100843001,2023,2506,Metals and Alloys,0.462,2,68
21100843003,2023,3501,Dentistry (miscellaneous),0.541,2,62
21100843011,2023,3310,Linguistics and Language,0.123,3,30
21100843015,2023,3301,Social Sciences (miscellaneous),0.232,3,45
21100843025,2023,1105,"Ecology, Evolution, Behavior and Systematics",0.293,3,32
21100843025,2023,2404,Microbiology,0.293,4,18
21100843026,2023,2202,Aerospace Engineering,0.248,3,28
21100843026,2023,2701,Medicine (miscellaneous),0.248,3,25
21100843026,2023,2741,"Radiology, Nuclear Medicine and Imaging",0.248,3,28
21100843026,2023,3108,Radiation,0.248,3,38
21100843026,2023,3307,Human Factors and Ergonomics,0.248,3,28
21100843238,2023,2209,Industrial and Manufacturing Engineering,1.694,1,91
21100843238,2023,2211,Mechanics of Materials,1.694,1,95
21100843238,2023,2501,Materials Science (miscellaneous),1.694,1,88
21100843245,2023,1301,"Biochemistry, Genetics and Molecular Biology (miscellaneous)",0.206,3,25
21100843245,2023,2701,Medicine (miscellaneous),0.206,4,20
21100843261,2023,1201,Arts and Humanities (miscellaneous),0.247,2,62
21100843261,2023,3315,Communication,0.247,3,46
21100843261,2023,3316,Cultural Studies,0.247,1,76
21100843270,2023,1901,Earth and Planetary Sciences (miscellaneous),0.902,1,82
21100843319,2023,1213,Visual Arts and Performing Arts,0.176,1,78
21100843319,2023,1704,Computer Graphics and Computer-Aided Design,0.176,4,16
21100843319,2023,2216,Architecture,0.176,3,48
21100843323,2023,2307,"Health, Toxicology and Mutagenesis",0.501,3,41
21100843323,2023,2310,Pollution,0.501,2,50
21100843323,2023,2739,"Public Health, Environmental and Occupational Health",0.501,3,49
21100843325,2023,1703,Computational Theory and Mathematics,0.212,4,15
21100843325,2023,1705,Computer Networks and Communications,0.212,4,21
21100843325,2023,1706,Computer Science Applications,0.212,4,17
21100843325,2023,1708,Hardware and Architecture,0.212,4,15
21100843325,2023,1710,Information Systems,0.212,4,19
21100843325,2023,1712,Software,0.212,4,12
21100843337,2023,1111,Soil Science,2.022,1,97
21100843344,2023,3315,Communication,0.315,2,57
21100843344,2023,3316,Cultural Studies,0.315,1,83
21100843358,2023,1107,Forestry,0.401,2,68
21100843362,2023,1804,"Statistics, Probability and Uncertainty",0.317,3,28
21100843362,2023,2213,"Safety, Risk, Reliability and Quality",0.317,3,44
21100843362,2023,2604,Applied Mathematics,0.317,3,36
21100843362,2023,2607,Discrete Mathematics and Combinatorics,0.317,3,35
21100843362,2023,2613,Statistics and Probability,0.317,3,28
21100843365,2023,1212,Religious Studies,0.517,1,97
21100843365,2023,3312,Sociology and Political Science,0.517,2,72
21100843483,2023,3312,Sociology and Political Science,0.257,3,49
21100843484,2023,1202,History,0.101,4,16
21100843484,2023,3303,Development,0.101,4,0
21100843484,2023,3312,Sociology and Political Science,0.101,4,2
21100843484,2023,3320,Political Science and International Relations,0.101,4,3
21100843485,2023,1403,Business and International Management,0.25,3,31
21100843485,2023,2001,"Economics, Econometrics and Finance (miscellaneous)",0.25,3,47
21100843496,2023,1208,Literature and Literary Theory,0.101,4,11
21100843497,2023,1402,Accounting,0.391,3,40
21100843497,2023,2001,"Economics, Econometrics and Finance (miscellaneous)",0.391,2,64
21100843497,2023,3308,Law,0.391,1,76
21100843526,2023,3201,Psychology (miscellaneous),0.139,4,7
21100843529,2023,1404,Management Information Systems,0.274,3,35
21100843529,2023,1405,Management of Technology and Innovation,0.274,3,33
21100843529,2023,1710,Information Systems,0.274,3,30
21100843529,2023,2001,"Economics, Econometrics and Finance (miscellaneous)",0.274,2,50
21100843666,2023,1202,History,0.135,2,54
21100843667,2023,1301,"Biochemistry, Genetics and Molecular Biology (miscellaneous)",1.232,1,80
21100843667,2023,1303,Biochemistry,1.232,1,81
21100843667,2023,1312,Molecular Biology,1.232,2,71
21100843693,2023,3401,Veterinary (miscellaneous),0.734,1,90
21100843696,2023,1905,Economic Geology,0.462,2,55
21100843696,2023,2312,Water Science and Technology,0.462,2,53
21100843798,2023,1902,Atmospheric Science,1.849,1,90
21100843798,2023,1910,Oceanography,1.849,1,96
21100843798,2023,2306,Global and Planetary Change,1.849,1,87
21100843805,2023,3203,Clinical Psychology,0.498,3,49
21100843856,2023,1202,History,0.138,2,55
21100843857,2023,2501,Materials Science (miscellaneous),2.089,1,90
21100843893,2023,3304,Education,0.47,2,60
21100844047,2023,3314,Anthropology,0.141,3,33
21100844065,2023,1205,Classics,0.101,4,14
21100844065,2023,3310,Linguistics and Language,0.101,4,5
21100844181,2023,1409,"Tourism, Leisure and Hospitality Management",0.77,2,69
21100844181,2023,2308,"Management, Monitoring, Policy and Law",0.77,2,66
21100844181,2023,3305,"Geography, Planning and Development",0.77,1,81
21100844825,2023,1202,History,0.105,3,25
21100844825,2023,1211,Philosophy,0.105,4,19
21100844825,2023,1212,Religious Studies,0.105,4,23
21100844825,2023,3202,Applied Psychology,0.105,4,1
21100844825,2023,3316,Cultural Studies,0.105,4,16
21100844882,2023,2718,Health Informatics,0.431,3,33
21100844882,2023,3315,Communication,0.431,2,67
21100844907,2023,2727,Nephrology,0.156,4,17
21100844907,2023,2748,Urology,0.156,4,17
21100844910,2023,3204,Developmental and Educational Psychology,0.341,3,29
21100844910,2023,3304,Education,0.341,3,45
21100844910,2023,3312,Sociology and Political Science,0.341,2,59
21100845200,2023,2714,Family Practice,0.655,1,77
21100845200,2023,2905,Community and Home Care,0.655,1,80
21100845200,2023,2913,Maternity and Midwifery,0.655,1,84
21100845200,2023,3306,Health (social science),0.655,2,68
21100845232,2023,1202,History,0.118,3,40
21100845232,2023,3312,Sociology and Political Science,0.118,4,12
21100845366,2023,1208,Literature and Literary Theory,0.105,3,37
21100845367,2023,1211,Philosophy,0.159,2,52
21100845367,2023,3312,Sociology and Political Science,0.159,3,27
21100845376,2023,2308,"Management, Monitoring, Policy and Law",0.152,4,10
21100845376,2023,3308,Law,0.152,3,32
21100845389,2023,2601,Mathematics (miscellaneous),0.296,3,37
21100845391,2023,1208,Literature and Literary Theory,0.101,4,17
21100845391,2023,3310,Linguistics and Language,0.101,4,6
21100845391,2023,3316,Cultural Studies,0.101,4,5
21100845393,2023,1208,Literature and Literary Theory,0.101,4,11
21100845615,2023,1907,Geology,0.133,4,5
21100845633,2023,2002,Economics and Econometrics,0.271,3,32
21100845633,2023,2003,Finance,0.271,3,32
21100845633,2023,3320,Political Science and International Relations,0.271,2,53
21100845638,2023,1208,Literature and Literary Theory,0.104,3,34
21100845654,2023,1208,Literature and Literary Theory,0.108,3,42
21100845655,2023,1212,Religious Studies,0.163,2,68
21100845655,2023,3314,Anthropology,0.163,3,39
21100845655,2023,3316,Cultural Studies,0.163,2,57
21100845659,2023,1705,Computer Networks and Communications,0.433,3,46
21100845659,2023,1710,Information Systems,0.433,3,45
21100845659,2023,3308,Law,0.433,1,78
21100845669,2023,1202,History,0.101,4,15
21100845669,2023,1208,Literature and Literary Theory,0.101,3,26
21100845669,2023,3315,Communication,0.101,4,2
21100845669,2023,3316,Cultural Studies,0.101,4,9
21100845670,2023,1202,History,0.13,3,48
21100845670,2023,1208,Literature and Literary Theory,0.13,2,64
21100845670,2023,1213,Visual Arts and Performing Arts,0.13,2,59
21100845670,2023,3201,Psychology (miscellaneous),0.13,4,6
21100845670,2023,3310,Linguistics and Language,0.13,3,35
21100845670,2023,3316,Cultural Studies,0.13,3,40
21100845829,2023,1301,"Biochemistry, Genetics and Molecular Biology (miscellaneous)",0.2,4,23
21100845829,2023,2604,Applied Mathematics,0.2,4,12
21100845829,2023,2801,Neuroscience (miscellaneous),0.2,4,10
21100846160,2023,2701,Medicine (miscellaneous),0.134,4,9
21100846160,2023,2719,Health Policy,0.134,4,7
21100846160,2023,3306,Health (social science),0.134,4,6
21100846303,2023,1211,Philosophy,0.115,3,29
21100846303,2023,1213,Visual Arts and Performing Arts,0.115,3,47
21100846307,2023,1710,Information Systems,0.291,3,33
21100846307,2023,2601,Mathematics (miscellaneous),0.291,3,35
21100846307,2023,2604,Applied Mathematics,0.291,3,32
21100846340,2023,3312,Sociology and Political Science,0.254,3,48
21100846340,2023,3320,Political Science and International Relations,0.254,2,51
21100846923,2023,1106,Food Science,0.148,4,12
21100846923,2023,1305,Biotechnology,0.148,4,10
21100847074,2023,1904,Earth-Surface Processes,0.238,3,33
21100847272,2023,1106,Food Science,0.273,3,39
21100847272,2023,1305,Biotechnology,0.273,3,31
21100847272,2023,2402,Applied Microbiology and Biotechnology,0.273,3,31
21100847273,2023,1311,Genetics,0.633,3,43
21100847273,2023,1312,Molecular Biology,0.633,3,37
21100847273,2023,2716,Genetics (clinical),0.633,3,35
21100847284,2023,1210,Music,0.118,3,35
21100847298,2023,1204,Archeology (arts and humanities),0.298,2,70
21100847298,2023,3302,Archeology,0.298,2,67
21100847303,2023,1101,Agricultural and Biological Sciences (miscellaneous),0.255,3,47
21100847303,2023,1105,"Ecology, Evolution, Behavior and Systematics",0.255,3,25
21100847303,2023,1911,Paleontology,0.255,3,26
21100847303,2023,2303,Ecology,0.255,3,35
21100847304,2023,1213,Visual Arts and Performing Arts,0.162,2,74
21100847304,2023,2214,Media Technology,0.162,3,36
21100847304,2023,3315,Communication,0.162,3,28
21100847371,2023,1305,Biotechnology,0.536,2,52
21100847371,2023,1503,Catalysis,0.536,3,38
21100847371,2023,1507,Fluid Flow and Transfer Processes,0.536,2,69
21100847371,2023,2208,Electrical and Electronic Engineering,0.536,2,61
21100847371,2023,2210,Mechanical Engineering,0.536,2,65
21100847371,2023,2503,Ceramics and Composites,0.536,2,64
21100847371,2023,2504,"Electronic, Optical and Magnetic Materials",0.536,2,62
21100847371,2023,3107,"Atomic and Molecular Physics, and Optics",0.536,2,61
21100847372,2023,2502,Biomaterials,0.262,4,20
21100847372,2023,2503,Ceramics and Composites,0.262,3,34
21100847372,2023,2504,"Electronic, Optical and Magnetic Materials",0.262,3,28
21100847372,2023,2506,Metals and Alloys,0.262,3,48
